,Unnamed: 0,id,idContext,info,disease,type,context,question,result,A,B,C,D,evidence_A_other,evidence_B_other,evidence_C_other,evidence_D_other
10,301,300226.0,381.0,Các biện_pháp điều_trị .,Kawasaki ( viêm mạch_máu ) .,Multi-Choice.,"Bệnh Kawasaki được điều_trị như_thế_nào ? Điều_trị đặc_hiệu : Bệnh có tính_chất nghiêm_trọng vì liên_quan đến tổn_thương mạch vành , do_đó trẻ mắc bệnh Kawasaki cần được điều_trị sớm với Gamma globulin ( một thành_phần protein trong máu người ) liều cao tiêm tĩnh_mạch . Sử_dụng Gamma globulin trong 10 ngày đầu_tiên bị bệnh cho thấy hiệu_quả cao trong việc giảm viêm và ngăn_ngừa biến_chứng lên mạch vành . Điều_trị triệu_chứng : trong giai_đoạn cấp_tính , bệnh_nhân có thê được chỉ_định Aspirin song-song với điều_trị Gamma globulin , cho đến khi giảm sốt . Điều_trị tổn_thương tim_mạch : Nếu thông_qua các phương_tiện cận lâm_sàng phát_hiện có chứng phình động_mạch_vành , hoặc bất_kỳ dấu_hiệu bất_thường khác trên tim_mạch , cần phải điều_trị nội_khoa hoặc can_thiệp phẫu_thuật tim_mạch . Bệnh_nhân cần được theo_dõi các vấn_đề liên_quan đến tim_mạch trong nhiều năm sau khi khỏi bệnh Kawasaki . Biến_chứng do điều_trị : khá hiếm . Gamma globulin : Thỉnh_thoảng , bệnh_nhân có_thể có triệu_chứng sốt , ớn lạnh trong khi tiêm thuốc . Lúc này , phải ngừng tiêm ngay và xử_trí với Antihistamin trước khi tiêm lại . Aspirin : Sử_dụng Aspirin liều cao có_thể gây đau bụng , xuất_huyết dạ_dày . ù tai . thở nhanh nông . sốt trở_lại hoắc xuất_hiện các triệu_chứng khác của bệnh Kawasaki ( các dấu_hiệu nhiễm_độc Aspirin ) . Khi có bất_kỳ triệu_chứng nào , bệnh_nhân cần được ngưng Aspirin . Hội_chứng Reye : xuất_hiện ở trẻ đang sử_dụng Aspirin liều cao tiếp_xúc với virus cúm hoặc thuỷ_đậu . Tóm_lại , bệnh Kawasaki là một tình_trạng bệnh_lý bất_thường liên_quan đến sự viêm các mạch_máu trong cơ_thể . Bệnh thường gặp ở trẻ nhỏ dưới 5 tuổi , đặc_biệt là trẻ_em Nhật_Bản và gốc Á. Nguyên_nhân gây bệnh vẫn chưa rõ_ràng . Bệnh biểu_hiện với triệu_chứng sốt , phát_ban , cùng với các triệu_chứng ở hạch , da , niêm_mạc . Chưa có bằng_chứng cho thấy bệnh Kawasaki có_thể lây_lan . Việc điều_trị sớm với Gammaglobulin có ý_nghĩa quan_trọng , giúp đẩy_lùi các biến_chứng nguy_hiểm , nhất_là tổn_thương mạch vành .","Trong quá_trình điều_trị bệnh Kawasaki bệnh_nhân được chỉ_định dùng Aspiririn . Nhưng bên cạnh đó , trong một_số trường_hợp , bệnh_nhân sử_dụng aspirin với liều quá cao . Vậy khi có những triệu_chứng nào nhận_biết để bệnh_nhân đó cần ngưng sử_dụng Aspirin ngay_lập_tức ?","A , B , C.","Gây đau bụng , xuất_huyết dạ_dày .",Ù tai .,Thở nhanh nông .,Máu không đông .,,,,
11,303,300225.0,381.0,Các biện_pháp điều_trị .,Kawasaki ( viêm mạch_máu ) .,Single-Choice.,"Bệnh Kawasaki được điều_trị như_thế_nào ? Điều_trị đặc_hiệu : Bệnh có tính_chất nghiêm_trọng vì liên_quan đến tổn_thương mạch vành , do_đó trẻ mắc bệnh Kawasaki cần được điều_trị sớm với Gamma globulin ( một thành_phần protein trong máu người ) liều cao tiêm tĩnh_mạch . Sử_dụng Gamma globulin trong 10 ngày đầu_tiên bị bệnh cho thấy hiệu_quả cao trong việc giảm viêm và ngăn_ngừa biến_chứng lên mạch vành . Điều_trị triệu_chứng : trong giai_đoạn cấp_tính , bệnh_nhân có thê được chỉ_định Aspirin song-song với điều_trị Gamma globulin , cho đến khi giảm sốt . Điều_trị tổn_thương tim_mạch : Nếu thông_qua các phương_tiện cận lâm_sàng phát_hiện có chứng phình động_mạch_vành , hoặc bất_kỳ dấu_hiệu bất_thường khác trên tim_mạch , cần phải điều_trị nội_khoa hoặc can_thiệp phẫu_thuật tim_mạch . Bệnh_nhân cần được theo_dõi các vấn_đề liên_quan đến tim_mạch trong nhiều năm sau khi khỏi bệnh Kawasaki . Biến_chứng do điều_trị : khá hiếm . Gamma globulin : Thỉnh_thoảng , bệnh_nhân có_thể có triệu_chứng sốt , ớn lạnh trong khi tiêm thuốc . Lúc này , phải ngừng tiêm ngay và xử_trí với Antihistamin trước khi tiêm lại . Aspirin : Sử_dụng Aspirin liều cao có_thể gây đau bụng , xuất_huyết dạ_dày . ù tai . thở nhanh nông . sốt trở_lại hoắc xuất_hiện các triệu_chứng khác của bệnh Kawasaki ( các dấu_hiệu nhiễm_độc Aspirin ) . Khi có bất_kỳ triệu_chứng nào , bệnh_nhân cần được ngưng Aspirin . Hội_chứng Reye : xuất_hiện ở trẻ đang sử_dụng Aspirin liều cao tiếp_xúc với virus cúm hoặc thuỷ_đậu . Tóm_lại , bệnh Kawasaki là một tình_trạng bệnh_lý bất_thường liên_quan đến sự viêm các mạch_máu trong cơ_thể . Bệnh thường gặp ở trẻ nhỏ dưới 5 tuổi , đặc_biệt là trẻ_em Nhật_Bản và gốc Á. Nguyên_nhân gây bệnh vẫn chưa rõ_ràng . Bệnh biểu_hiện với triệu_chứng sốt , phát_ban , cùng với các triệu_chứng ở hạch , da , niêm_mạc . Chưa có bằng_chứng cho thấy bệnh Kawasaki có_thể lây_lan . Việc điều_trị sớm với Gammaglobulin có ý_nghĩa quan_trọng , giúp đẩy_lùi các biến_chứng nguy_hiểm , nhất_là tổn_thương mạch vành .","Trong quá_trình điều_trị bệnh Kawasaki ( viêm mạch_máu ) , một phần quan_trọng là phải giảm viêm và ngăn_ngừa các biến_chứng lên mạch vành . Trong số các phương_pháp điều_trị , cách tiếp_cận được khuyến_nghị để sử_dụng là gì ?",C.,Sử_dụng chỉ Aspirin .,Tiêm_Gamma globulin liều thấp .,Sử_dụng cả Gamma globulin và Aspirin .,Sử_dụng Aspirin liều cao .,,,,
12,338,300238.0,385.0,Đường lây_truyền .,Thalassemia ( Tan máu bẩm_sinh ) .,Multi-Choice.,"Bệnh Thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi . Mà bệnh di_truyền do bệnh_nhân nhận gen bệnh từ cả bố và mẹ . Do_đó , bệnh Thalassemia là một bệnh có tính_chất gia_đình .","Bệnh Thalassemia được biết không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi mà Thalassemia là một bệnh di_truyền . Đối_với bệnh Thalassemia được nhận_xét như_thế_nào , hãy chọn những đáp_án chung trong các đáp_án dưới đây ?","A , D.",Là bệnh mang tính_chất gia_đình .,Là bệnh không nguy_hiểm .,Là bệnh chỉ nhận gen từ bố hoặc mẹ .,Bệnh_nhân nhận gen từ bố và mẹ .,,,,
13,340,300237.0,385.0,Đường lây_truyền .,Thalassemia ( Tan máu bẩm_sinh ) .,Single-Choice.,"Bệnh Thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi . Mà bệnh di_truyền do bệnh_nhân nhận gen bệnh từ cả bố và mẹ . Do_đó , bệnh Thalassemia là một bệnh có tính_chất gia_đình .","Được biết , bệnh Thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi . Người mắc bệnh được nhận gen từ cả bố và mẹ . Vậy đường lây_truyền của Thalassemia theo đường nào trong các con đường lây_nhiễm dưới đây ?",B.,Bệnh truyền_nhiễm .,Bệnh di_truyền .,Bệnh đặc_biệt .,Bệnh mãn_tính .,,,,
14,413,300054.0,317.0,Phòng_ngừa .,Thuỷ_đậu .,Single-Choice.,"Bệnh có_thể lây_lan nhanh_chóng và trở_thành dịch nên việc phòng_ngừa thuỷ_đậu là rất quan_trọng . Hiện_tại , cách phòng_ngừa bệnh thuỷ_đậu một_cách chủ_động và có hiệu_quả nhất là chủng ngừa thuỷ_đậu bằng vắc-xin. Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi . , liều thứ hai cách liều thứ nhất ít_nhất 6 tuần . Nên tiêm_chủng liều thứ 2 cho trẻ trong độ tuổi từ 4 đến 6 tuổi để gia_tăng hiệu_quả phòng_bệnh . Đối_với các trẻ lớn hơn và người_lớn , nên tiêm đủ 2 liều cách nhau ít_nhất 6 tuần là tốt nhất . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan như sau : Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô vảy hoàn_toàn để tránh lây_lan cho các trẻ khác . Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh . Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc , Phụ_nữ mang thai tuyệt_đối không tiếp_xúc với người mang bệnh thuỷ_đậu .","Anh Quý , một nam_giới 35 tuổi , đến bác_sĩ sau khi có tiếp_xúc gần với một người bạn mắc bệnh thuỷ_đậu . Anh ta muốn biết cách phòng_ngừa bệnh này và giảm_thiểu nguy_cơ lây_nhiễm cho bản_thân . Cách phòng_ngừa chính cho bệnh thuỷ_đậu là gì ?",D.,Hạn_chế tiếp_xúc với người_bệnh và đeo khẩu_trang khi tiếp_xúc .,Rửa tay thường_xuyên bằng xà_phòng và nước .,Kiểm_soát cân nặng và duy_trì lối sống lành_mạnh .,Tiêm vắc_xin phòng_bệnh .,,,,
15,414,300170.0,317.0,Phòng_ngừa .,Thuỷ_đậu .,Single-Choice.,"Bệnh có_thể lây_lan nhanh_chóng và trở_thành dịch nên việc phòng_ngừa thuỷ_đậu là rất quan_trọng . Hiện_tại , cách phòng_ngừa bệnh thuỷ_đậu một_cách chủ_động và có hiệu_quả nhất là chủng ngừa thuỷ_đậu bằng vắc-xin. Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi . , liều thứ hai cách liều thứ nhất ít_nhất 6 tuần . Nên tiêm_chủng liều thứ 2 cho trẻ trong độ tuổi từ 4 đến 6 tuổi để gia_tăng hiệu_quả phòng_bệnh . Đối_với các trẻ lớn hơn và người_lớn , nên tiêm đủ 2 liều cách nhau ít_nhất 6 tuần là tốt nhất . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan như sau : Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô vảy hoàn_toàn để tránh lây_lan cho các trẻ khác . Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh . Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc , Phụ_nữ mang thai tuyệt_đối không tiếp_xúc với người mang bệnh thuỷ_đậu .","Bệnh Thuỷ_Đậu có khả_năng lây_lan rất nhanh_chóng , các phương_pháp phòng_ngừa đã được đề ra để ngừa bệnh Thuỷ_đậu . Đâu là phương_pháp ngừa bệnh triệt_để bệnh thuỷ_đậu nhất ?",A.,Vắc_xin .,Cách_ly .,Không dùng chung đồ với người bị nhiễm .,Đeo găng_tay y_tế . .,,,,
16,416,300055.0,317.0,Phòng_ngừa .,Thuỷ_đậu .,Multi-Choice.,"Bệnh có_thể lây_lan nhanh_chóng và trở_thành dịch nên việc phòng_ngừa thuỷ_đậu là rất quan_trọng . Hiện_tại , cách phòng_ngừa bệnh thuỷ_đậu một_cách chủ_động và có hiệu_quả nhất là chủng ngừa thuỷ_đậu bằng vắc-xin. Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi . , liều thứ hai cách liều thứ nhất ít_nhất 6 tuần . Nên tiêm_chủng liều thứ 2 cho trẻ trong độ tuổi từ 4 đến 6 tuổi để gia_tăng hiệu_quả phòng_bệnh . Đối_với các trẻ lớn hơn và người_lớn , nên tiêm đủ 2 liều cách nhau ít_nhất 6 tuần là tốt nhất . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan như sau : Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô vảy hoàn_toàn để tránh lây_lan cho các trẻ khác . Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh . Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc , Phụ_nữ mang thai tuyệt_đối không tiếp_xúc với người mang bệnh thuỷ_đậu .","Chị_Bích , một phụ_nữ 35 tuổi , đến bác_sĩ với nỗi lo_lắng về bệnh thuỷ_đậu sau khi nghe tin một_số trường_hợp mắc bệnh trong cộng_đồng . Cô muốn biết cách bảo_vệ bản_thân và con_cái khỏi bệnh này . Biện_pháp phòng_ngừa bệnh thuỷ_đậu là gì ?","B , C , D.",Kiểm_soát cân nặng và duy_trì một lối sống lành_mạnh .,Thường_xuyên rửa tay bằng xà_phòng và nước_sạch .,Tiêm phòng vaccine phòng thuỷ_đậu .,Hạn_chế tiếp_xúc với người_bệnh .,,"Thường_xuyên rửa tay bằng xà_phòng và nước_sạch , nhất_là trước khi ăn , sau khi đi vệ_sinh và tiếp_xúc với những vật_thể nghi_ngờ có chứa mầm bệnh và tuyệt_đối không sử_dụng chung đồ_dùng cá_nhân với người khác , đặc_biệt là khi không biết rõ_ràng về tình_trạng sức_khoẻ của người đó . Chú_ý vệ_sinh mũi họng hàng ngày bằng nước muối sinh_lý để vô khuẩn cho đường hô_hấp trên và vùng niêm_mạc họng , giúp hỗ_trợ giảm_thiểu nguy_cơ lây_nhiễm virus gây bệnh thuỷ_đậu .",,
17,417,300056.0,317.0,Phòng_ngừa .,Thuỷ_đậu .,Multi-Choice.,"Bệnh có_thể lây_lan nhanh_chóng và trở_thành dịch nên việc phòng_ngừa thuỷ_đậu là rất quan_trọng . Hiện_tại , cách phòng_ngừa bệnh thuỷ_đậu một_cách chủ_động và có hiệu_quả nhất là chủng ngừa thuỷ_đậu bằng vắc-xin. Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi . , liều thứ hai cách liều thứ nhất ít_nhất 6 tuần . Nên tiêm_chủng liều thứ 2 cho trẻ trong độ tuổi từ 4 đến 6 tuổi để gia_tăng hiệu_quả phòng_bệnh . Đối_với các trẻ lớn hơn và người_lớn , nên tiêm đủ 2 liều cách nhau ít_nhất 6 tuần là tốt nhất . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan như sau : Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô vảy hoàn_toàn để tránh lây_lan cho các trẻ khác . Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh . Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc , Phụ_nữ mang thai tuyệt_đối không tiếp_xúc với người mang bệnh thuỷ_đậu .","Chị Hường , một phụ_nữ 40 tuổi , đến bác_sĩ với lo_lắng sau khi con của cô bị mắc bệnh thuỷ_đậu từ_trường học . Cô muốn biết cách bảo_vệ bản_thân và gia_đình khỏi bệnh này . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan là gì ?","A , B , C , D.",Tránh tiếp_xúc gần với những người đang mắc bệnh thuỷ_đậu .,"Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc .","Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh .","Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô , vảy hoàn_toàn để tránh lây_lan cho các trẻ khác .","Tránh tiếp_xúc gần với những người đang mắc bệnh thuỷ_đậu để ngăn_chặn sự lây_nhiễm mầm bệnh từ người_bệnh sang người lành , vì thuỷ_đậu có khả_năng lây_lan vô_cùng nhanh_chóng thông_qua đường hô_hấp và qua các tiếp_xúc lên dịch viêm trên các vùng da sang thương do thuỷ_đậu gây ra .",,,
18,418,300171.0,317.0,Phòng_ngừa .,Thuỷ_đậu .,Multi-Choice.,"Bệnh có_thể lây_lan nhanh_chóng và trở_thành dịch nên việc phòng_ngừa thuỷ_đậu là rất quan_trọng . Hiện_tại , cách phòng_ngừa bệnh thuỷ_đậu một_cách chủ_động và có hiệu_quả nhất là chủng ngừa thuỷ_đậu bằng vắc-xin. Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi . , liều thứ hai cách liều thứ nhất ít_nhất 6 tuần . Nên tiêm_chủng liều thứ 2 cho trẻ trong độ tuổi từ 4 đến 6 tuổi để gia_tăng hiệu_quả phòng_bệnh . Đối_với các trẻ lớn hơn và người_lớn , nên tiêm đủ 2 liều cách nhau ít_nhất 6 tuần là tốt nhất . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan như sau : Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô vảy hoàn_toàn để tránh lây_lan cho các trẻ khác . Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh . Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc , Phụ_nữ mang thai tuyệt_đối không tiếp_xúc với người mang bệnh thuỷ_đậu .","Các biện_pháp phòng_ngừa của bệnh thuỷ_đậu có rất nhiều , tuy_nhiên cách hữu_hiệu nhất vẫn là tiêm ngừa cẩn_thận . Đâu là những điều_kiện tiên_quyết để phát_huy hiệu_quả phương_pháp tiêm phòng tốt nhất ?","A , B , C.",Liều thứ hai cách liều thứ nhất ít_nhất 6 tuần .,Nên tiêm_chủng lần 2 cho trẻ từ 4 đến 6 năm_tuổi .,Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi .,Cần nghỉ_ngơi trong và sau khi tiêm .,,,,"Khi tiêm vắc-xin thuỷ_đậu , cần nghỉ_ngơi trong và sau khi tiêm 1 ngày , và luôn giữ_gìn sạch_sẽ vị_trí tiêm ."
19,419,300172.0,317.0,Phòng_ngừa .,Thuỷ_đậu .,Multi-Choice.,"Bệnh có_thể lây_lan nhanh_chóng và trở_thành dịch nên việc phòng_ngừa thuỷ_đậu là rất quan_trọng . Hiện_tại , cách phòng_ngừa bệnh thuỷ_đậu một_cách chủ_động và có hiệu_quả nhất là chủng ngừa thuỷ_đậu bằng vắc-xin. Chủng ngừa 2 liều với trẻ trên 12 tháng tuổi đến 12 tuổi . , liều thứ hai cách liều thứ nhất ít_nhất 6 tuần . Nên tiêm_chủng liều thứ 2 cho trẻ trong độ tuổi từ 4 đến 6 tuổi để gia_tăng hiệu_quả phòng_bệnh . Đối_với các trẻ lớn hơn và người_lớn , nên tiêm đủ 2 liều cách nhau ít_nhất 6 tuần là tốt nhất . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan như sau : Cách_ly trẻ mắc bệnh tại nhà cho đến khi các nốt phỏng nước khô vảy hoàn_toàn để tránh lây_lan cho các trẻ khác . Người chăm_sóc khi tiếp_xúc với người_bệnh cần mang khẩu_trang , rửa tay bằng xà_phòng sau khi tiếp_xúc với người_bệnh . Người_bệnh cần được sử_dụng các vật_dụng cá_nhân riêng như khăn mặt , chén , dĩa , cốc , Phụ_nữ mang thai tuyệt_đối không tiếp_xúc với người mang bệnh thuỷ_đậu .","Trong phòng_ngừa bệnh thuỷ_đậu , tiêm ngừa chính là phương_pháp tối_ưu và hiệu_quả nhất . Những điều nào cần lưu_ý khi tiêm phòng thuỷ_đậu ?","A , B , C.",Hạn_chế tiếp_xúc với những người có khả_năng cao bị lây_truyền bệnh thuỷ_đậu sau khi tiêm .,Cần nghỉ_ngơi trong và sau khi tiêm 1 ngày .,Giữ sạch_sẽ vị_trí tiêm .,Đã tiêm_chủng các vắc-xin dạng sống khác trong vòng 1 tháng trước khi tiêm vắc-xin thuỷ_đậu .,"Những điều cần lưu_ý khi tiêm phòng vắc-xin thuỷ_đậu Sau khi tiêm phòng , phụ_nữ trong độ tuổi sinh_đẻ cần kiêng_cữ , tránh có_thai trong vòng 3 tháng . 6 tuần sau khi tiêm_chủng vắc-xin thuỷ_đậu , cần hạn_chế tiếp_xúc với những người có khả_năng cao bị lây_truyền bệnh thuỷ_đậu như người mắc bệnh suy_giảm hệ_thống miễn_dịch , phụ_nữ đang mang thai , trẻ sơ_sinh có mẹ chưa từng mắc bệnh thuỷ_đậu . Phụ_nữ đang cho con bú cần thận_trọng khi tiêm vắc-xin vì có khả_năng virus được bài_tiết vào sữa mẹ . Khi tiêm vắc-xin thuỷ_đậu , cần nghỉ_ngơi trong và sau khi tiêm 1 ngày , và luôn giữ_gìn sạch_sẽ vị_trí tiêm . Khi có các biểu_hiện sốt , co_giật cần lập_tức đến cơ_sở y_tế gần nhất để được khám , theo_dõi và điều_trị kịp_thời .","Những điều cần lưu_ý khi tiêm phòng vắc-xin thuỷ_đậu Sau khi tiêm phòng , phụ_nữ trong độ tuổi sinh_đẻ cần kiêng_cữ , tránh có_thai trong vòng 3 tháng . 6 tuần sau khi tiêm_chủng vắc-xin thuỷ_đậu , cần hạn_chế tiếp_xúc với những người có khả_năng cao bị lây_truyền bệnh thuỷ_đậu như người mắc bệnh suy_giảm hệ_thống miễn_dịch , phụ_nữ đang mang thai , trẻ sơ_sinh có mẹ chưa từng mắc bệnh thuỷ_đậu . Phụ_nữ đang cho con bú cần thận_trọng khi tiêm vắc-xin vì có khả_năng virus được bài_tiết vào sữa mẹ . Khi tiêm vắc-xin thuỷ_đậu , cần nghỉ_ngơi trong và sau khi tiêm 1 ngày , và luôn giữ_gìn sạch_sẽ vị_trí tiêm . Khi có các biểu_hiện sốt , co_giật cần lập_tức đến cơ_sở y_tế gần nhất để được khám , theo_dõi và điều_trị kịp_thời .","Những điều cần lưu_ý khi tiêm phòng vắc-xin thuỷ_đậu Sau khi tiêm phòng , phụ_nữ trong độ tuổi sinh_đẻ cần kiêng_cữ , tránh có_thai trong vòng 3 tháng . 6 tuần sau khi tiêm_chủng vắc-xin thuỷ_đậu , cần hạn_chế tiếp_xúc với những người có khả_năng cao bị lây_truyền bệnh thuỷ_đậu như người mắc bệnh suy_giảm hệ_thống miễn_dịch , phụ_nữ đang mang thai , trẻ sơ_sinh có mẹ chưa từng mắc bệnh thuỷ_đậu . Phụ_nữ đang cho con bú cần thận_trọng khi tiêm vắc-xin vì có khả_năng virus được bài_tiết vào sữa mẹ . Khi tiêm vắc-xin thuỷ_đậu , cần nghỉ_ngơi trong và sau khi tiêm 1 ngày , và luôn giữ_gìn sạch_sẽ vị_trí tiêm . Khi có các biểu_hiện sốt , co_giật cần lập_tức đến cơ_sở y_tế gần nhất để được khám , theo_dõi và điều_trị kịp_thời .","hững trường_hợp không được tiêm vắc-xin thuỷ_đậu Đang bị sốt hoặc nổi ban , có dấu_hiệu dị_ứng . Mắc các bệnh liên_quan đến tim_mạch , rối_loạn_chức_năng gan , thận , các bệnh về máu hoặc những bệnh có diễn_biến bất_thường . Có tiền_sử co_giật trước khi tiêm vắc-xin ( trong vòng 1 năm trước khi tiêm ) . Có tiền_sử phản_ứng với bất_kỳ thành_phần nào của vắc-xin thuỷ_đậu . Bị suy_giảm miễn_dịch tế_bào . Đang mang thai hoặc dự_định có_thai trong vòng 2 tháng . Đã tiêm_chủng các vắc-xin dạng sống khác trong vòng 1 tháng trước khi tiêm vắc-xin thuỷ_đậu ( như sởi , quai_bị , rubella , lao , bại_liệt – dạng uống ) . Suy_giảm hệ_thống miễn_dịch ."
