,id,context,type,result,question,A,B,C,D
10,00000011,"Điều trị viêm da cơ địa có nhiều biện pháp có thể áp dụng tại nhà. Tuy nhiên đây là bệnh khó chữa khỏi, dai dẳng và dễ tái phát. Kiểm soát ngứa. Sử dụng băng ướt hoặc đắp ẩm cho vùng da tổn thương ( Petrolatum, aquaphor, hay một số chế phẩm mới hơn như atopiclair và mimyx ). Sử dụng thuốc theo hướng dẫn của bác sĩ chuyên khoa ( thuốc bôi tại chỗ hoặc thuốc bôi toàn thân: Hydrocortisone, triamcinolone, betamethasone ; mỡ tra, đặc biệt khi ở trong môi trường khô. ) Giữ ẩm cho da. Nên sử dụng kem dưỡng ẩm ít gây kích ứng da thường xuyên khi người bệnh xuất hiện các dấu hiệu của bệnh và ngay cả khi đã hết bệnh. Kem dưỡng da nên bôi toàn thân ngay cả khi không có viêm chứ không chỉ vùng da tổn thương. Số lần sử dụng kem dưỡng da tùy thuộc vào mức độ nặng của bệnh, có thể 1 lần, 2 lần hoặc nhiều hơn. Nên bôi kem sau khi làm ẩm da ( tắm, băng ướt,... ). Nếu có chỉ định bôi thuốc của bác sĩ thì bôi thuốc trước rồi thoa một lớp kem dưỡng ẩm phủ lên trên. Chú ý khi lấy kem để bôi nên dùng dụng cụ sạch lấy ra một lượng vừa đủ để bôi tránh làm bẩn lượng kem chưa dùng đến. Đặc biệt, cần chăm sóc cho trẻ bị viêm da cơ địa thật cẩn thận: chú ý vệ sinh cho trẻ thường xuyên, cắt móng tay, băng ướt cho trẻ ( sử dụng phương pháp băng ướt nếu bệnh VDCĐ không được kiểm soát trong vòng 24-48 giờ sau khi bắt đầu điều trị bằng cortisone. Băng ướt rất hiệu quả và thường chỉ cần từ ba đến năm ngày. Có thể pha dung dịch làm tăng cường độ ẩm cho da theo chỉ định của bác sĩ để việc đắp ẩm cho da hiệu quả hơn. Có thể thực hiện băng ướt cho trẻ vài lần mỗi ngày tùy thuộc vào mức độ nặng của da ), chú ý tắm cho trẻ hàng ngày ( dùng sữa tắm thay thế xà phòng, không tắm nước quá nóng, nên tắm trước khi ngủ 2 tiếng giúp trẻ dễ ngủ ngon giấc,... ), cho trẻ mặc quần áo cotton thấm hút mồ hôi, tạo môi trường sống thoải mái, sạch sẽ cho trẻ cả ngày lẫn đêm, cho trẻ đi khám ngay nếu thấy có biểu hiện nhiễm trùng ( vùng da tổn thương bị chảy máu, chảy nước,... ).",Multi-Choice,"['B', 'C', 'D']","Bé Minh, 5 tuổi, đang được bác sĩ chẩn đoán mắc viêm da cơ địa. Sau khi điều trị bằng cortisone, nếu không thấy chuyển biến tốt thì sau bao lâu cần băng ướt cho trẻ?",48 phút: .,1 ngày.,2 ngày.. .,1 ngày rưỡi.
11,00000012,"Để làm giảm các triệu chứng và phòng ngừa bệnh buồng trứng đa nang, các bác sĩ chuyên khoa khuyến cáo như sau: Duy trì cân nặng hợp lý: Giảm cân có thể làm giảm nồng độ insulin và androgen, từ đó có thể khôi phục sự rụng trứng theo đúng chu kỳ. Người bệnh cần được chuyên gia dinh dưỡng tư vấn và khuyến khích thực hiện chế độ ăn phù hợp với thể trạng để đạt được mục tiêu giảm cân nặng. Hạn chế carbohydrate: Chế độ ăn ít chất béo, carbohydrate cao có thể làm tăng mức độ insulin. Nên lựa chọn chế độ ăn có carb phức tạp ( Complex Carbs ) giúp làm tăng chậm lượng đường trong máu. Hãy năng động: Tập thể dục giúp làm giảm lượng đường trong máu. Nếu người bệnh buồng trứng đa nang, gia tăng các hoạt động hằng ngày và tham gia luyện tập thường xuyên, định kỳ sẽ làm ngăn cản hoặc chậm lại quá trình kháng insulin của cơ thể, kiểm soát cân nặng và phòng tránh bệnh tiểu đường.",Single-Choice,['A'],Chị Hạnh rất lo sợ và quan tâm các vấn đề liên quan bệnh phụ khoa cũng như các bệnh liên quan. Liệu có cách nào đơn giản giúp chị theo dõi và phòng tránh tại nhà đơn giản về các bệnh này không?,Theo dõi chặt chẽ chu trình rụng dâu.,Duy trì mức BMI đạt 30.,Duy trì mức BMI đạt 15.,Ưu tiên hấp thụ fructose.
12,00000013,"Để làm giảm các triệu chứng và phòng ngừa bệnh buồng trứng đa nang, các bác sĩ chuyên khoa khuyến cáo như sau: Duy trì cân nặng hợp lý: Giảm cân có thể làm giảm nồng độ insulin và androgen, từ đó có thể khôi phục sự rụng trứng theo đúng chu kỳ. Người bệnh cần được chuyên gia dinh dưỡng tư vấn và khuyến khích thực hiện chế độ ăn phù hợp với thể trạng để đạt được mục tiêu giảm cân nặng. Hạn chế carbohydrate: Chế độ ăn ít chất béo, carbohydrate cao có thể làm tăng mức độ insulin. Nên lựa chọn chế độ ăn có carb phức tạp ( Complex Carbs ) giúp làm tăng chậm lượng đường trong máu. Hãy năng động: Tập thể dục giúp làm giảm lượng đường trong máu. Nếu người bệnh buồng trứng đa nang, gia tăng các hoạt động hằng ngày và tham gia luyện tập thường xuyên, định kỳ sẽ làm ngăn cản hoặc chậm lại quá trình kháng insulin của cơ thể, kiểm soát cân nặng và phòng tránh bệnh tiểu đường.",Multi-Choice,"['A', 'C']","Theo các chuyên gia, tại sao việc tập luyện và duy trì cân nặng hợp lý được coi là một biện pháp quan trọng trong việc giảm triệu chứng và phòng ngừa bệnh buồng trứng đa nang. Vì sao lại như thế?",Tạo điệu kiện rụng trứng theo chu kỳ.,Hạn chế lượng calo nạp vào cơ thể.,Hạn chế quá trình kháng insulin.,Tăng lượng đường trong máu.
13,00000014,"Để làm giảm các triệu chứng và phòng ngừa bệnh buồng trứng đa nang, các bác sĩ chuyên khoa khuyến cáo như sau: Duy trì cân nặng hợp lý: Giảm cân có thể làm giảm nồng độ insulin và androgen, từ đó có thể khôi phục sự rụng trứng theo đúng chu kỳ. Người bệnh cần được chuyên gia dinh dưỡng tư vấn và khuyến khích thực hiện chế độ ăn phù hợp với thể trạng để đạt được mục tiêu giảm cân nặng. Hạn chế carbohydrate: Chế độ ăn ít chất béo, carbohydrate cao có thể làm tăng mức độ insulin. Nên lựa chọn chế độ ăn có carb phức tạp ( Complex Carbs ) giúp làm tăng chậm lượng đường trong máu. Hãy năng động: Tập thể dục giúp làm giảm lượng đường trong máu. Nếu người bệnh buồng trứng đa nang, gia tăng các hoạt động hằng ngày và tham gia luyện tập thường xuyên, định kỳ sẽ làm ngăn cản hoặc chậm lại quá trình kháng insulin của cơ thể, kiểm soát cân nặng và phòng tránh bệnh tiểu đường.",Multi-Choice,"['A', 'B']","Dạo này, chị Hạnh cảm thấy kinh nguyệt không đều, lông tóc tăng nhiều và thường xuyên trải qua trạng thái tăng cân đột ngột, khả năng cao chị sẽ mắc bệnh liên quan đến buồng trứng đa năng. Chị Hạnh cần phải làm gì?",Hạn chế ăn bánh mì.,Vận động cơ thể.,Ăn nhiều gạo trắng.,Giảm cân cấp tốc.
14,00000015,"Không có bất kỳ xét nghiệm nào để xác định chắc chắn bệnh buồng trứng đa nang. Bác sĩ sẽ bắt đầu hỏi về tiền sử bệnh tật, chu kỳ kinh nguyệt, sự thay đổi cân nặng, mụn trứng cá, kháng insulin, tình trạng lông tóc, khám bộ phận sinh dục để phát hiện sự bất thường về hình thể, màu sắc. Bên cạnh đó, bác sĩ có thể chỉ định các xét nghiệm như sau: Xét nghiệm máu: Đo nồng độ androgen, nghiệm pháp dung nạp glucose, cholesterol, triglyceride. Siêu âm: Bác sĩ sẽ kiểm tra hình thái của buồng trứng đa nang trên siêu âm, mức độ dày của niêm mạc tử cung, xem buồng trứng đa nang 2 bên có không. Sử dụng đầu dò siêu âm đặt vào trong âm đạo, đầu dò sẽ phát ra sóng âm thanh và được chuyển đổi thành hình ảnh hiển thị trên màn hình điện tử. Từ đó giúp các bác sĩ chẩn đoán các bệnh lý về cơ quan sinh dục gồm tử cung, ống dẫn trứng, buồng trứng, cổ tử cung và âm đạo. nếu được chẩn đoán là buồng trứng đa nang, bác sĩ sẽ khuyến cáo người bệnh thường xuyên thực hiện thêm một số xét nghiệm để phòng ngừa các biến chứng có thể xảy ra như kiểm tra định kỳ huyết áp, kiểm tra sự dung nạp glucose, mỡ máu, sàng lọc trầm cảm, hội chứng ngưng thở khi ngủ.",Single-Choice,['A'],"Bác sĩ đang khám cho một bệnh nhân nữ 25 tuổi với các triệu chứng như chu kỳ kinh nguyệt không đều, rậm lông, mụn trứng cá. Bác sĩ nghi ngờ bệnh nhân có thể mắc hội chứng buồng trứng đa nang (PCOS). Bác sĩ cần làm gì để xác minh suy đoán của mình là đúng hay sai 100%?",Xét nghiệm máu.,Siêu âm.,Xem xét bệnh án.,Không có cách nào.
15,00000016,"Không có bất kỳ xét nghiệm nào để xác định chắc chắn bệnh buồng trứng đa nang. Bác sĩ sẽ bắt đầu hỏi về tiền sử bệnh tật, chu kỳ kinh nguyệt, sự thay đổi cân nặng, mụn trứng cá, kháng insulin, tình trạng lông tóc, khám bộ phận sinh dục để phát hiện sự bất thường về hình thể, màu sắc. Bên cạnh đó, bác sĩ có thể chỉ định các xét nghiệm như sau: Xét nghiệm máu: Đo nồng độ androgen, nghiệm pháp dung nạp glucose, cholesterol, triglyceride. Siêu âm: Bác sĩ sẽ kiểm tra hình thái của buồng trứng đa nang trên siêu âm, mức độ dày của niêm mạc tử cung, xem buồng trứng đa nang 2 bên có không. Sử dụng đầu dò siêu âm đặt vào trong âm đạo, đầu dò sẽ phát ra sóng âm thanh và được chuyển đổi thành hình ảnh hiển thị trên màn hình điện tử. Từ đó giúp các bác sĩ chẩn đoán các bệnh lý về cơ quan sinh dục gồm tử cung, ống dẫn trứng, buồng trứng, cổ tử cung và âm đạo. nếu được chẩn đoán là buồng trứng đa nang, bác sĩ sẽ khuyến cáo người bệnh thường xuyên thực hiện thêm một số xét nghiệm để phòng ngừa các biến chứng có thể xảy ra như kiểm tra định kỳ huyết áp, kiểm tra sự dung nạp glucose, mỡ máu, sàng lọc trầm cảm, hội chứng ngưng thở khi ngủ.",Multi-Choice,"['A', 'D']","Bác sĩ đang khám cho một bệnh nhân nữ 25 tuổi với các triệu chứng như chu kỳ kinh nguyệt không đều, rậm lông, mụn trứng cá. Bác sĩ nghi ngờ bệnh nhân có thể mắc hội chứng buồng trứng đa nang (PCOS). Làm thế nào để bác sĩ có thể kiểm chứng chuẩn đoán của mình?",Xét nghiệm máu.,Phẫu thuật tử cung.,Chụp X-quang.,Điều tra bệnh án.
16,00000017,"Không có bất kỳ xét nghiệm nào để xác định chắc chắn bệnh buồng trứng đa nang. Bác sĩ sẽ bắt đầu hỏi về tiền sử bệnh tật, chu kỳ kinh nguyệt, sự thay đổi cân nặng, mụn trứng cá, kháng insulin, tình trạng lông tóc, khám bộ phận sinh dục để phát hiện sự bất thường về hình thể, màu sắc. Bên cạnh đó, bác sĩ có thể chỉ định các xét nghiệm như sau: Xét nghiệm máu: Đo nồng độ androgen, nghiệm pháp dung nạp glucose, cholesterol, triglyceride. Siêu âm: Bác sĩ sẽ kiểm tra hình thái của buồng trứng đa nang trên siêu âm, mức độ dày của niêm mạc tử cung, xem buồng trứng đa nang 2 bên có không. Sử dụng đầu dò siêu âm đặt vào trong âm đạo, đầu dò sẽ phát ra sóng âm thanh và được chuyển đổi thành hình ảnh hiển thị trên màn hình điện tử. Từ đó giúp các bác sĩ chẩn đoán các bệnh lý về cơ quan sinh dục gồm tử cung, ống dẫn trứng, buồng trứng, cổ tử cung và âm đạo. nếu được chẩn đoán là buồng trứng đa nang, bác sĩ sẽ khuyến cáo người bệnh thường xuyên thực hiện thêm một số xét nghiệm để phòng ngừa các biến chứng có thể xảy ra như kiểm tra định kỳ huyết áp, kiểm tra sự dung nạp glucose, mỡ máu, sàng lọc trầm cảm, hội chứng ngưng thở khi ngủ.",Multi-Choice,"['A', 'C', 'D']","Dạo này chị Hạnh cảm thấy kinh nguyệt không đều, lông tóc tăng nhiều và thường xuyên trải qua trạng thái tăng cân đột ngột, bộ phận sinh dục không được ổn lắm. Ngày mai chị đi khám, chị cần chú ý điều gì?",Nhịn ăn sáng.,Uống nhiều nước.,Khám vào buổi sáng.,Đi tiểu.
17,00000018,"Theo thời gian, bao quy đầu sẽ tự tuột ra khi trẻ khoảng 1 tuổi, hầu hết sẽ bình thường khi trẻ 4 tuổi, một số ít trường hợp muộn hơn đến khi trẻ dậy thì. Bố mẹ và người chăm sóc cần biết cách vệ sinh sạch sẽ cho trẻ, để ngăn ngừa viêm nhiễm gây ra hẹp bao quy đầu bệnh lý. Trẻ sơ sinh và trẻ nhỏ: cần được thay tã thường xuyên, tránh bị hăm tã và tạo môi trường thuận lợi cho vi khuẩn phát triển. Bố mẹ cần vạch ra kiểm tra và bộ phận sinh dục khi tắm mỗi ngày. Không nên cố gắng lộn mạnh bao quy đầu của trẻ vì có thể gây tổn thương, chảy máu, sẽ tạo sẹo xơ dễ dẫn đến hẹp bao quy đầu bệnh lý sau này. Bố mẹ chỉ nên kéo nhẹ nhàng bao quy đầu của trẻ xuống để vệ sinh. Sau khi đã vệ sinh sạch sẽ và lau khô, bố mẹ nhớ kéo bao quy đầu trở lại bình thường, phủ lên đầu dương vật, nếu không sẽ gây nghẹt bao quy đầu - một biến chứng nghiêm trọng cần sự can thiệp của bác sĩ. Khi trẻ lớn hơn, bố mẹ cần hướng dẫn trẻ cách tự vệ sinh cơ quan sinh dục.",Multi-Choice,"['A', 'B', 'C', 'D']","Hẹp bao quy đầu tuy chỉ là một bất thường nhỏ về cấu tạo sinh lý nhưng lại có thể gây nên biết bao phiền toái cho rất nhiều trẻ nhỏ. Tuy vậy, trong việc tự vệ sinh cũng như áp dụng các biện pháp phòng ngừa tại nhà, có nhiều điểm cần chú ý trong việc thực hiện và hướng dẫn cho trẻ tự vệ sinh. Vậy đâu là những lưu ý cần được quan tâm đến ?",Không nên cố gắng lộn mạnh bao quy đầu của trẻ vì có thể gây tổn thương.,Chỉ nên kéo nhẹ nhàng bao quy đầu của trẻ xuống để vệ sinh.,"Sau khi đã vệ sinh sạch sẽ và lau khô, bố mẹ nhớ kéo bao quy đầu trở lại bình thường, phủ lên đầu dương vật, nếu không sẽ gây nghẹt bao quy đầu.",Cần hướng dẫn cho trẻ cách tự vệ sinh một cách cẩn thận.
18,00000019,"Tùy thuộc vào độ tuổi của trẻ và mức độ nghiêm trọng, các điều trị có thể bao gồm: Lộn bao quy đầu nhẹ nhàng hàng ngày. Bôi thuốc mỡ corticosteroid tại chỗ. Nong bao quy đầu. Cắt bao quy đầu. Lộn bao quy đầu. Thường được chỉ định cho trẻ nhỏ, bao quy đầu không có vòng xơ. Khi bé 5 – 6 tháng tuổi, mỗi lần tắm cho con, bố mẹ có thể dùng tay nhẹ nhàng kéo lộn phần da quy đầu xuống, cứ thế mỗi lần một chút có thể hỗ trợ bao quy đầu rộng dần và trở về bình thường. Bôi thuốc mỡ corticosteroid tại chỗ. Sau khi lộn một thời gian nếu không có kết quả chúng ta có thể chuyển sang kết hợp bôi thuốc mỡ corticoid. Đây là một phương pháp hiệu quả với hầu hết các bé trai. Dùng thuốc mỡ chứa steroid bôi vào da quy đầu kết hợp với lộn quy đầu ngày 2 lần. Thuốc có tác dụng chống viêm làm cho quy đầu giãn ra hỗ trợ cho động tác lộn. Phương pháp này có thể tự làm mà không cần phải bác sĩ. Phương pháp có tỷ lệ thành công cao ( 85 – 95 % ) và có thể tự làm không cần phải bác sĩ. Ưu điểm là không gây đau hay sang chấn tinh thần cho trẻ. Nong bao quy đầu. Thường được chỉ định cho trẻ sau khi đã dùng biện pháp lộn bằng tay không kết quả. Phương pháp: Dùng panh nong rộng bao quy đầu mỗi ngày, kết hợp với bôi thuốc steroid chống viêm và tránh sẹo. Điều trị này gây đau và sang chấn nhiều hơn so với biện pháp lộn bao quy đầu. Thời gian điều trị thường kéo dài vài tuần. Cắt bao quy đầu. Là phương pháp xâm lấn, điều trị triệt để và được chỉ định trong các trường hợp: Hẹp bao quy đầu bệnh lý. Viêm da quy đầu nặng hoặc tái phát, thất bại với điều trị thuốc bôi tại chỗ. Nghẹt bao quy đầu, không thể tuột lên về bình thường. Nhiễm trùng tiểu tái phát do hẹp bao quy đầu.",Multi-Choice,"['A', 'B', 'C', 'D']","Thạc sĩ Nguyễn Hồ Vĩnh Phước, Khoa Nam học, Bệnh viện Bình Dân TP HCM, cho biết chỉ có chưa tới 1% nam giới trên 16 tuổi thật sự bị hẹp bao quy đầu. Thế nhưng, hầu như ngày nào cũng có người đến viện gặp bác sĩ để xin thuốc cắt phần da này đi, đa số là do ngộ nhận.Hẹp bao quy đầu là tình trạng bất thường tại bao quy đầu khá phổ biến. Trong y học gọi tên tình trạng này là Phymosis - tức là chỉ những trường hợp bao da quy đầu không thể tuột hoàn toàn khỏi quy đầu được mà cần có tác động bên ngoài như dùng tay. Vậy đâu là những biện pháp điều trị hợp lý và hiệu quả đối với tình trạng này?",Lộn bao quy đầu nhẹ nhàng hàng ngày. .,Cắt bao quy đầu.,Bôi thuốc mỡ corticosteroid tại chỗ.,Nong bao quy đầu.
19,00000020,"Tùy thuộc vào độ tuổi của trẻ và mức độ nghiêm trọng, các điều trị có thể bao gồm: Lộn bao quy đầu nhẹ nhàng hàng ngày. Bôi thuốc mỡ corticosteroid tại chỗ. Nong bao quy đầu. Cắt bao quy đầu. Lộn bao quy đầu. Thường được chỉ định cho trẻ nhỏ, bao quy đầu không có vòng xơ. Khi bé 5 – 6 tháng tuổi, mỗi lần tắm cho con, bố mẹ có thể dùng tay nhẹ nhàng kéo lộn phần da quy đầu xuống, cứ thế mỗi lần một chút có thể hỗ trợ bao quy đầu rộng dần và trở về bình thường. Bôi thuốc mỡ corticosteroid tại chỗ. Sau khi lộn một thời gian nếu không có kết quả chúng ta có thể chuyển sang kết hợp bôi thuốc mỡ corticoid. Đây là một phương pháp hiệu quả với hầu hết các bé trai. Dùng thuốc mỡ chứa steroid bôi vào da quy đầu kết hợp với lộn quy đầu ngày 2 lần. Thuốc có tác dụng chống viêm làm cho quy đầu giãn ra hỗ trợ cho động tác lộn. Phương pháp này có thể tự làm mà không cần phải bác sĩ. Phương pháp có tỷ lệ thành công cao ( 85 – 95 % ) và có thể tự làm không cần phải bác sĩ. Ưu điểm là không gây đau hay sang chấn tinh thần cho trẻ. Nong bao quy đầu. Thường được chỉ định cho trẻ sau khi đã dùng biện pháp lộn bằng tay không kết quả. Phương pháp: Dùng panh nong rộng bao quy đầu mỗi ngày, kết hợp với bôi thuốc steroid chống viêm và tránh sẹo. Điều trị này gây đau và sang chấn nhiều hơn so với biện pháp lộn bao quy đầu. Thời gian điều trị thường kéo dài vài tuần. Cắt bao quy đầu. Là phương pháp xâm lấn, điều trị triệt để và được chỉ định trong các trường hợp: Hẹp bao quy đầu bệnh lý. Viêm da quy đầu nặng hoặc tái phát, thất bại với điều trị thuốc bôi tại chỗ. Nghẹt bao quy đầu, không thể tuột lên về bình thường. Nhiễm trùng tiểu tái phát do hẹp bao quy đầu.",Multi-Choice,"['A', 'B', 'C']","Nhìn chung, hẹp bao quy đầu không nguy hiểm đến tính mạng nhưng căn bệnh này có thể đem đến nhiều phiền phức cho nam giới, không chỉ gây đau đớn mà còn khiến người bệnh tự ti, phiền muộn. Ngay khi nhận thấy cơ thể xuất hiện những triệu chứng bất thường, người bệnh nên đi khám trong thời gian sớm để được chẩn đoán và điều trị hiệu quả nhất. Vậy thì đâu là phát biểu đúng về các phương pháp điều trị hẹp bao quy đầu hiện nay?","Cắt bao quy đầu, là một loại phương pháp xâm lấn nhằm điều trị triệt để, và được chỉ định trong các trường hợp hẹp bao quy đầu bệnh lý.",Một ưu điểm của phương pháp tự lộn bao quy đầu kết hợp bôi thuốc mỡ là không gây đau hay sang chấn tinh thần cho trẻ.,Một khuyết điểm của phương pháp dùng phanh nong rộng bao quy đầu là gây đau và sang chấn nhiều hơn so với biện pháp lộn bao quy đầu.,"Ưu điểm của dùng phanh nong để điều trị là thời gian ngắn, từ 3-5 ngày."
20,00000021,"Ung thư tiền liệt tuyến ( ung thư tuyến tiền liệt ) đứng thứ 12 trong các bệnh ung thư phổ biến thường gặp ở nam giới tại Việt Nam. Cũng như các bệnh ung thư khác, ung thư tiền liệt tuyến không lây. Thời gian sống của bệnh nhân ung thư tiền liệt tuyến phụ thuộc lớn vào giai đoạn phát hiện. Nếu được phát hiện và điều trị sớm thì ung thư tiền liệt tuyến có thể đạt được tỷ lệ sống sau 5 năm lên tới 100 %.",Multi-Choice,"['B', 'D']","Ung thư tuyến tiền liệt (tên tiếng Anh: Prostate Cancer) hay ung thư tiền liệt tuyến là một bệnh nam giới thường gặp, đặc biệt là ở độ tuổi trên 50. Bệnh hiện đang là một trong những tình trạng tương đối phổ biến với nam giới trên cả nước. Đâu là những phát biểu đúng về bệnh ung thư tiền liệt tuyến?","Có khả năng lây nhiễm, đặc biệt là qua đường máu.",Không có khả năng lây nhiễm.,Thời gian sống của bệnh nhân ung thư tiền liệt tuyến phụ thuộc lớn vào giai đoạn điều trị.,Thời gian sống của bệnh nhân ung thư tiền liệt tuyến phụ thuộc lớn vào giai đoạn phát hiện.
21,00000022,"Ung thư tiền liệt tuyến ( ung thư tuyến tiền liệt ) đứng thứ 12 trong các bệnh ung thư phổ biến thường gặp ở nam giới tại Việt Nam. Cũng như các bệnh ung thư khác, ung thư tiền liệt tuyến không lây. Thời gian sống của bệnh nhân ung thư tiền liệt tuyến phụ thuộc lớn vào giai đoạn phát hiện. Nếu được phát hiện và điều trị sớm thì ung thư tiền liệt tuyến có thể đạt được tỷ lệ sống sau 5 năm lên tới 100 %.",Multi-Choice,"['B', 'C']","Ung thư biểu mô tuyến ở tuyến tiền liệt là loại ung thư không ngoài da phổ biến nhất ở nam giới 12.. 50 tuổi tại Hoa Kỳ. Tại Hoa Kỳ, có khoảng 248.530 trường hợp mới và khoảng 34.130 ca tử vong (ước tính năm 2021) xảy ra mỗi năm. Vậy đâu là những phát biểu đúng để làm rõ hơn về độ ảnh hưởng và tính liên quan của bệnh ung thư tiền liệt tuyến?",Bệnh xuất hiện phổ biến ở cả nam giới và nữ giới tại không chỉ Việt Nam mà còn nhiều quốc gia khác.,Bệnh xuất hiện phổ biến ở nam giới tại không chỉ Việt Nam mà còn nhiều quốc gia khác.,Nếu được phát hiện và điều trị sớm thì ung thư tiền liệt tuyến có thể đạt được tỷ lệ sống sau 5 năm lên tới 100 %.,Nếu được phát hiện và điều trị sớm thì ung thư tiền liệt tuyến có thể đạt được tỷ lệ sống sau 5 năm lên tới 75-70cm.
22,00000023,"Cho đến nay nguyên nhân ung thư tiền liệt tuyến vẫn chưa được kết luận chính xác. Tuy nhiên khả năng sàng lọc và phát hiện sớm bệnh đã được cải thiện nhờ vào xét nghiệm định lượng chất chỉ điểm ung thư PSA ( Prostate - Specific - Antigen ). Đây là kháng nguyên đặc hiệu cho tuyến tiền liệt, với giá trị trên 10 ng / ml nguy cơ mắc ung thư tiền liệt tuyến lên đến 67 %.",Multi-Choice,"['B', 'C']","Mặc dù chưa có một nguyên nhân cụ thể chính xác với các bằng chứng y khoa rõ ràng về bệnh, song, ung thư tiền liệt tuyến được cho là có liên quan đến nhiều yếu tố như: Trong đó có nguyên nhân liên quan đến một số gene trong quá trình phát sinh và phát triển của tế bào ung thư và các yếu tố nguy cơ như môi trường, tiếp xúc với hóa chất, chế độ dinh dưỡng (ăn nhiều thịt đỏ, ăn ít rau), bèo , hút thuốc, mắc bệnh lây qua đường tình dục, viêm tuyến tiền liệt, thắt ống dẫn tinh.... Vậy đâu là những phát biểu đúng về bệnh?",Với giá trị trên 10 mg ml thì khoảng 80% là bệnh nhân sẽ mắc ung thư tiền liệt tuyến.,Với giá trị trên 10mg ml thì khoảng 67% là bệnh nhân sẽ mắc ung thư tiền liệt tuyến.,"Xét nghiệm định lượng chất, chỉ điểm ung thư PSA giúp cải thiện khả năng sàng lọc và phát hiện sớm bệnh.","Xét nghiệm định lượng chất, chỉ điểm ung thư PCSA giúp cải thiện khả năng sàng lọc và phát hiện sớm bệnh."
